Id,STseg,TTseg,ParaId,Segmentation,Study,Session,SL,TL,Task,Text,Part,Nedit,Dur,FDur,PreGap,TG300,TD300,TB300,TG500,TD500,TB500,TG1000,TD1000,TB1000,TG2000,TD2000,TB2000,TG5000,TD5000,TB5000,Scatter,FixS,TrtS,FixT,TrtT,ParalFixS,ParalS,ParalFixT,ParalT,Ins,Del,MIns,MDel,AIns,ADel,SIns,SDel,TokS,LenS,TokT,LenT,LenMT,Yawat,String,TAGnbr,SAGnbr,HSgrp,Cross,HCross,HTra,HSTC,HTot,HTotN
4,4,4,9,paragraph,CREATIVE2_A1,P11_P5,en,zh,P,5,P11,4,1703379,1028491,643651,1041476,18252,77,1037069,22659,66,1026394,33334,52,1003914,55814,37,958544,101184,23,59,0,0,0,0,0,0,0,0,433,436,433,436,0,0,0,0,131,629,136,216,0,---,?_?_??_??_??_??_?_?_?_?_?_??_??_?_?_??_?_?_?_?_?_?_?_?_??_?_??_eMotiv_??_?_??_?_??_?_??_?_??_?_?_?_??_?_?_??_?_??_???_?_???_??_??_?_??_?_?_?_??_??_?_??_?_??_??_??_?_?_??_??_??_???_??_??_?_?_?_?_?_??_?_??_?_??_?_?_?_??_?_??_???_?_??_?_?_?_??_??_??_?_?_2017_?_?_??_??_??_??_?_?_??_?_?_??_?_???_??_??_?_????_?_??_?_??_?_?_?_?_??_?_??_?_?_?_??_??_??_?,1.39,1.49,0.72,4.17,1.57,1.49,2.18,8.53,0.82
5,5,5,10,paragraph,CREATIVE2_A1,P11_P5,en,zh,P,5,P11,3,1438072,262045,780051,651279,6742,26,648238,9783,18,643861,14160,12,643861,14160,12,634967,23054,9,16,0,0,0,0,0,0,0,0,214,231,214,231,0,0,0,0,107,502,97,152,0,---,??_??_??_?_?_??_?_?_???_?_?_?_??_?_?_??_??_?_??_?_??_?_?_??_?_??_??_?_?_?_??_?_?_??_??_??_??_?_???_?_??_??_?_??_??_??_?_?_??_??_???_?_??_??_??_?_?_?_?_??_??_?_?_?_??_?_??_?_??_??_??_?_?_??_?_??_?_?_?_???_?_?_??_?_??_?_?_?_?_???_???_??_?_?_?_????_?,1.23,1.77,0.84,2.47,1.29,1.28,1.91,8.1,0.81
1,1,1,1,paragraph,CREATIVE2_A1,P12_P2,en,zh,P,2,P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,---,?,1,1,0,1,0.46,1.14,1.14,2.22,0.64
2,2,2,2,paragraph,CREATIVE2_A1,P12_P2,en,zh,P,2,P12,3,4218878,896680,3146039,1026013,46826,165,1011539,61300,128,979305,93534,81,936185,136654,50,861252,211587,27,36,0,0,0,0,0,0,0,0,533,541,533,541,0,0,0,0,126,696,152,229,0,---,???_??_??_?_??_??_?_??_?_??_?_??_??_?_?_??_?_?_??_?_??_?_??_??_?_??_?_??_?_??_?_??_?_??_?_??_???_?_??_?_??_??_?_??_??_?_?_??_?_??_?_??_?_?_?_??_??_?_??_?_?_??_??_?_??_??_?_??_?_??_?_??_?_?_??_?_??_?_??_?_?_?_???_??_?_??_?_?_??_?_?_?_?_??_?_?_?_?_?_?_—_—_?_?_??_??_?_??_??_?_?_??_?_?_?_??_??_??_??_??_??_??_?_??_?_?_??_?_??_??_?_?_?_?_??_?_?_??_?_?_??_??_?_??_?_??_?_?_????_?_??_?,1.49,1.38,0.53,3.48,1.71,1.89,2.46,8.92,0.85
3,3,3,3,paragraph,CREATIVE2_A1,P12_P2,en,zh,P,2,P12,3,1168812,225743,943070,220686,5056,22,219059,6683,17,214022,11720,9,206647,19095,4,197691,28051,1,7,0,0,0,0,0,0,0,0,71,67,71,67,0,0,0,0,16,56,13,21,0,---,?_??_??_???_?_??_?_?_?_??_?_??_?,1.25,1.62,1.38,1.75,1.69,2.5,2.95,5.71,0.77
4,4,4,4,paragraph,CREATIVE2_A1,P12_P2,en,zh,P,2,P12,5,2180830,1686581,141956,1987984,50890,216,1970717,68157,173,1925203,113671,112,1870819,168055,72,1806184,232690,51,54,0,0,0,0,0,0,0,0,617,642,617,642,0,0,0,0,89,436,94,148,0,---,?_??_??_?_??_?_?_??_?_??_?_?_?_?_??_??_???_?_?_?_??_?_?_??_??_?_??_??_?_??_??_??_?_??_?_??_?_??_??_?_??_??_??_?_??_?_?_??_?_??_?_??_??_?_??_?_???_?_??_??_???_??_?_?_?_?_?_?_???_?_???_??_?_??_?_??_??_??_?_?_??_??_?_?_??_?_?_?_??_??_?_??_?_?,1.42,1.54,1.06,3.96,2.13,2.18,2.78,8.53,0.86
5,5,5,5,paragraph,CREATIVE2_A1,P12_P2,en,zh,P,2,P12,3,390501,390501,183276,196599,10626,40,191769,15456,28,181744,25481,14,172770,34455,7,169857,37368,6,11,0,0,0,0,0,0,0,0,116,126,116,126,0,0,0,0,21,107,23,37,0,---,???_??_??_??_??_?_?_?_?_??_?_??_?_??_?_?_??_??_?_??_?_??_?,1.57,1.67,1.08,4.81,2.4,2.04,3.12,6.7,0.85
1,1,1,6,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,133901,133901,119298,10896,3707,10,10238,4365,8,8367,6236,5,4896,9707,2,0,14603,0,1,0,0,0,0,0,0,0,0,38,38,38,38,0,0,0,0,3,18,2,4,0,---,??_??,1,1.67,0.15,1.33,1.74,2.99,2.99,2.92,0.6
2,2,2,7,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,2,298919,20513,297206,1369,344,2,991,722,1,0,1713,0,0,1713,0,0,1713,0,1,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,6,28,4,8,0,---,???_?_??_?,1,1.67,1.27,2.33,1.36,1.35,1.86,4.38,0.74
3,3,3,8,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,2,192726,192726,185383,6967,376,4,6967,376,4,5742,1601,2,3887,3456,1,0,7343,0,4,0,0,0,0,0,0,0,0,10,12,10,12,0,0,0,0,11,53,13,18,0,---,?_?_?_??_??_?_?_?_?_?_??_??_?,1.45,1.36,0.77,4.73,1.43,1.23,1.95,4.72,0.7
4,4,4,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,2,84933,84933,47620,34076,3237,18,32200,5113,13,29204,8109,9,23836,13477,5,15506,21807,2,3,0,0,0,0,0,0,0,0,45,43,45,43,0,0,0,0,8,39,8,14,0,---,?_??_?_??_??_??_??_?,1.5,1.5,1.58,3.12,2.87,2.49,3.12,4.51,0.71
5,5,5,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,2,72012,72012,50832,20385,795,7,20385,795,7,18776,2404,5,14243,6937,2,9849,11331,1,5,0,0,0,0,0,0,0,0,16,16,16,16,0,0,0,0,12,47,11,15,0,---,?_?_?_?_?_??_??_?_?_??_?,1,1.17,0.19,2.83,0.31,0.19,0.39,4.25,0.62
6,6,6,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,2,769437,549621,58596,692576,18265,72,687409,23432,59,671918,38923,38,656204,54637,28,615563,95278,15,24,0,0,0,0,0,0,0,0,220,222,220,222,0,0,0,0,36,184,36,64,0,---,?_??_??_??_?_?_?_?_?_?_??_?_?_?_?_?_?_eMotiv_??_?_??_??_??_?_?_??_??_??_?_??_????_?_??_??_????_?,1.36,1.56,1.04,5.47,1.95,1.48,2.43,6.98,0.82
7,7,7,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,281877,281877,112340,164047,5490,26,162029,7508,21,155097,14440,12,146974,22563,7,136227,33310,3,3,0,0,0,0,0,0,0,0,68,69,68,69,0,0,0,0,22,99,24,36,0,---,?_??_??_??_?_??_??_?_??_??_?_?_?_?_?_??_?_??_?_??_?_?_??_?,1.32,1.27,0.55,2.14,1.16,1.22,1.73,6.23,0.8
8,8,8,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,2,128470,128470,108717,17841,1912,13,16249,3504,9,14532,5221,6,9103,10650,2,0,19753,0,5,0,0,0,0,0,0,0,0,29,29,29,29,0,0,0,0,7,40,7,13,0,---,??_?_??_???_?_??_?,1.14,1.29,0.07,1.29,0.45,0.31,0.54,3.67,0.6
9,9,9,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,30710,30710,8478,19078,3154,13,16976,5256,8,15545,6687,6,12655,9577,4,0,22232,0,6,0,0,0,0,0,0,0,0,35,36,35,36,0,0,0,0,8,31,6,9,0,---,?_?_??_??_?_?,1.12,2,1.41,2.5,2.78,2.57,3.07,5.03,0.79
10,10,10,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,2,129725,129725,104872,21310,3543,16,19808,5045,12,16668,8185,7,11252,13601,3,6655,18198,1,4,0,0,0,0,0,0,0,0,48,41,48,41,0,0,0,0,11,47,15,26,0,---,??_?_2017_?_?_??_?_??_?_??_??_??_??_?_?,1.73,1.36,0.79,5.64,2.91,2.12,3.14,5.93,0.87
11,11,11,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,134542,134542,49620,78267,6655,35,76513,8409,30,65558,19364,15,59322,25600,11,32036,52886,4,10,0,0,0,0,0,0,0,0,97,91,97,91,0,0,0,0,17,94,20,38,0,---,????_?_??_????_?_??_?_??_??_?_?_????_?_??_?_?_???_??_?_?,1.53,1.35,1.03,4.29,1.83,1.74,2.26,5.94,0.8
12,12,12,9,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,15502,15502,6101,7037,2364,5,5837,3564,2,5837,3564,2,4338,5063,1,0,9401,0,2,0,0,0,0,0,0,0,0,28,27,28,27,0,0,0,0,10,48,10,16,0,---,?_??_??_?_?_?_??_??_??_?,1.1,1.2,0.46,1.2,0.87,0.94,1.22,4.25,0.64
13,13,13,10,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,141028,141028,36799,100606,3623,17,99397,4832,14,96049,8180,9,93613,10616,7,84451,19778,4,4,0,0,0,0,0,0,0,0,50,55,50,55,0,0,0,0,23,105,25,36,0,---,??_??_??_?_?_??_?_?_?_??_?_?_?_??_?_??_?_?_?_??_?_??_?_??_?,1.3,1.35,0.14,2.04,1.38,1.44,2.06,6,0.76
14,14,14,10,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,249119,249119,52728,187696,8695,27,184665,11726,20,177678,18713,10,175269,21122,8,168432,27959,6,7,0,0,0,0,0,0,0,0,93,93,93,93,0,0,0,0,30,144,28,48,0,---,??_?_??_??_?_?_??_??_??_?_???_?_??_??_?_??_??_??_?_?_?_??_??_???_??_??_?_?,1.3,1.87,1.05,3.53,1.68,1.88,2.52,6.59,0.8
15,15,15,10,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,159578,159578,55928,101311,2339,7,100486,3164,5,98777,4873,3,98777,4873,3,98777,4873,3,4,0,0,0,0,0,0,0,0,33,31,33,31,0,0,0,0,28,141,27,39,0,---,??_??_?_?_?_??_??_?_?_?_?_??_?_??_?_??_?_?_??_?_??_?_??_?_??_?_?,1.21,1.36,0.32,2.68,1.14,1.07,1.74,6.26,0.77
16,16,16,10,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,8,13,0,---,?_???_?_?_??_?_??_?,1.33,1.67,0.07,1.44,0.45,0.52,0.71,4.26,0.66
17,17,17,10,sentence,CREATIVE2_A1,P12_P5,en,zh,P,5,P12,1,153669,153669,59102,86025,8542,22,82683,11884,13,79033,15534,8,76378,18189,6,73054,21513,5,8,0,0,0,0,0,0,0,0,86,83,86,83,0,0,0,0,17,77,19,33,0,---,?_?_?_??_600_?_?_??_?_???_?_?_?_??_?_?_???_???_?,1.53,1.59,0.91,2,1.82,1.88,2.61,6.08,0.82
1,1,1,1,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,2,488724,39780,480777,6387,1560,4,6387,1560,4,5502,2445,3,2244,5703,1,0,7947,0,3,0,0,0,0,0,0,0,0,19,10,19,10,0,0,0,0,1,5,5,10,0,---,??_?_“_ZeroS_”,5,1,0,5,3.46,3.46,3.46,2.22,0.64
2,2,2,2,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,2,53430,53430,49937,1569,1924,3,686,2807,1,0,3493,0,0,3493,0,0,3493,0,2,0,0,0,0,0,0,0,0,24,23,24,23,0,0,0,0,5,27,5,10,0,---,???_??_?_??_?,1.4,1.4,0.59,2.4,2.68,2.13,3,4.06,0.7
3,3,3,2,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,1,117503,117503,45140,62522,9841,25,60498,11865,20,54160,18203,10,48325,24038,6,34041,38322,2,3,0,0,0,0,0,0,0,0,107,100,107,100,0,0,0,0,15,73,24,35,0,---,??_?_?_??_?_?_??_?_??_?_?_??_?_?_??_?_??_?_??_??_?_??_?_?,1.8,1.13,0,2.8,1.82,1.32,2.2,5.41,0.74
4,4,4,2,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,2,186440,186440,24608,151535,10297,46,145937,15895,33,137519,24313,21,124455,37377,12,98456,63376,5,17,0,0,0,0,0,0,0,0,147,132,147,132,0,0,0,0,16,91,25,41,0,---,??_??_??_??_?_”_?_?_??_??_?_??_?_?_??_?_?_??_?_????_?_??_??_??_?,2.38,1.38,0.96,6.56,3.4,2.48,3.46,5.92,0.79
5,5,5,2,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,6,1046582,767763,567137,439659,39786,131,426367,53078,98,395699,83746,55,364784,114661,34,310027,169418,17,37,0,0,0,0,0,0,0,0,484,481,484,481,0,0,0,0,35,180,53,77,0,---,??_??_??_?_?_??_?_??_??_?_?_??_?_?_?_??_?_??_??_?_?_?_??_?_?_?_??_??_?_?_??_?_??_?_??_?_?_?_??_?_??_?_??_?_?_?_???_?_??_?_??_?_?,1.94,1.57,1.08,4.17,1.89,2.13,2.7,7.11,0.83
6,6,6,2,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,6,874319,874319,234527,601544,38248,137,586031,53761,98,557714,82078,58,535563,104229,42,466480,173312,19,31,0,0,0,0,0,0,0,0,480,488,480,488,0,0,0,0,55,325,57,93,0,---,??_??_?_??_?_??_?_??_?_?_??_?_?_—_—_?_??_??_??_??_?_?_??_??_??_??_?_??_??_??_??_?_?_??_?_??_??_??_???_?_?_??_?_??_?_?_?_?_??_??_??_500_?_???_?_???_?,1.95,2.05,1.54,4.58,2.38,2.5,3.12,8.02,0.87
7,7,7,3,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,3,144288,144288,111063,27166,6059,19,23953,9272,11,20649,12576,6,19255,13970,5,6023,27202,1,7,0,0,0,0,0,0,0,0,52,52,52,52,0,0,0,0,8,29,7,13,0,---,??_???_?_??_??_?_?,1.25,1.5,0.78,2.62,1.78,2.26,2.89,5.09,0.79
8,8,8,3,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,3,46489,46489,35141,7666,3682,9,6859,4489,7,2712,8636,2,0,11348,0,0,11348,0,3,0,0,0,0,0,0,0,0,54,48,54,48,0,0,0,0,8,27,9,17,0,---,??_???_??_?_??_?_??_??_?,1.62,2,1.55,2.5,2.89,2.9,3.26,4.47,0.69
9,9,9,4,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,3,63697,63697,19180,32598,11919,30,26787,17730,15,22013,22504,8,14537,29980,3,5811,38706,1,3,0,0,0,0,0,0,0,0,142,142,142,142,0,0,0,0,4,14,4,7,0,---,??_?_??_?,2.5,2.5,2.63,3,1.9,2.63,2.88,3.86,0.71
10,10,10,4,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,4,540295,540295,96955,414971,28369,110,403223,40117,81,382441,60899,50,356117,87223,31,303719,139621,15,28,0,0,0,0,0,0,0,0,391,393,391,393,0,0,0,0,27,140,43,68,0,---,?_??_?_?_??_?_??_??_??_??_?_?_??_?_?_??_?_??_??_??_??_??_?_??_??_??_??_?_??_??_?_?_?_??_?_?_?_?_??_?_???_??_?,1.89,1.44,0.6,5.52,2.31,2.38,3.05,7.25,0.88
11,11,11,4,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,4,167960,167960,65593,89514,12853,37,85057,17310,27,77296,25071,15,69309,33058,9,50767,51600,2,12,0,0,0,0,0,0,0,0,159,160,159,160,0,0,0,0,14,73,16,25,0,---,??_??_?_??_??_?_??_?_??_??_?_?_?_??_?_?,1.64,1.43,0.48,2.79,1.41,2.19,2.41,5.62,0.77
12,12,12,4,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,1,49395,49395,3856,35743,9796,29,31200,14339,17,24276,21263,7,19047,26492,3,16584,28955,2,1,0,0,0,0,0,0,0,0,109,109,109,109,0,0,0,0,10,47,10,20,0,---,???_??_??_?_???_??_??_?_??_?,2.4,2.6,0.6,4.5,2.57,2.15,3,5.24,0.77
13,13,13,4,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,1,39401,39401,27964,9775,1662,8,8673,2764,5,6060,5377,1,6060,5377,1,6060,5377,1,0,0,0,0,0,0,0,0,0,32,32,32,32,0,0,0,0,5,20,6,8,0,---,??_?_?_?_?_?,1.6,1.4,0.17,2,0.99,1.82,2.19,4.16,0.72
14,14,14,4,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,2,965015,965015,172177,761879,30959,115,751065,41773,88,725171,67667,51,709886,82952,40,663886,128952,26,31,0,0,0,0,0,0,0,0,390,384,390,384,0,0,0,0,29,142,32,48,0,---,?_?_???_?_??_?_?_?_??_??_??_?_?_?_?_??_?_??_?_?_??_?_??_??_?_?_?_??_???_??_?_?,1.79,1.9,1.37,7.21,2.65,2.71,3.39,6.94,0.83
15,15,15,5,sentence,CREATIVE2_A1,P13_P2,en,zh,P,2,P13,2,241180,241180,67153,154887,19140,52,149434,24593,38,138960,35067,21,125013,49014,12,99878,74149,4,10,0,0,0,0,0,0,0,0,250,248,250,248,0,0,0,0,21,107,30,49,0,---,?_?_???_??_??_?_??_?_??_?_?_?_??_??_?_???_??_??_??_?_?_?_???_?_?_??_??_?_??_?,1.95,1.48,1.1,7.86,2.64,1.75,3.17,6.7,0.85
1,1,1,6,paragraph,CREATIVE2_A1,P13_P5,en,zh,P,5,P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,2,4,0,---,??_??,1,1.67,0.15,1,0.51,1,1,2.92,0.6
2,2,2,7,paragraph,CREATIVE2_A1,P13_P5,en,zh,P,5,P13,1,20806,20806,19948,442,416,1,0,858,0,0,858,0,0,858,0,0,858,0,1,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0,0,6,28,4,8,0,---,??_??_?_??,1,2,2.55,2.67,1.89,2.05,2.99,4.38,0.74
3,3,3,8,paragraph,CREATIVE2_A1,P13_P5,en,zh,P,5,P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,53,14,20,0,---,?_?_?_??_?_??_??_?_?_?_??_??_?_?,1.27,1,0.3,4,0.66,0.7,1.13,4.72,0.7
4,4,4,9,paragraph,CREATIVE2_A1,P13_P5,en,zh,P,5,P13,2,1383802,1183636,214694,1085275,83833,296,1057272,111836,225,998943,170165,140,923381,245727,88,798293,370815,48,67,0,0,0,0,0,0,0,0,984,966,984,966,0,0,0,0,131,629,158,237,0,---,?_?_??_??_?_?_?_?_??_?_?_?_?_?_????_??_?_?_??_?_?_??_??_?_?_?_?_?_?_??_?_?_?_?_?_??_??_??_?_?_?_??_?_?_??_?_?_?_??_??_??_??_??_?_???_??_??_?_?_?_?_?_??_?_?_??_???_??_?_??_?_?_?_???_?_??_??_??_?_“_?_”_??_?_?_??_?_?_?_??_?_??_?_?_??_?_?_??_?_?_?_?_?_??_??_???_?_??_?_??_?_?_??_?_??_—_—_?_??_2017_?_?_?_??_??_??_??_??_?_?_?_??_?_?_???_?_??_????_?_??_?_?_??_??_????_?_??_?_?_??_??_?_?_?_??_??_??_?,1.53,1.46,0.76,3.57,1.57,1.65,2.24,8.53,0.82
5,5,5,10,paragraph,CREATIVE2_A1,P13_P5,en,zh,P,5,P13,2,705840,705840,33813,628918,43109,160,617474,54553,132,587492,84535,88,549639,122388,62,436716,235311,25,45,0,0,0,0,0,0,0,0,516,484,516,484,0,0,0,0,107,502,133,201,0,---,??_??_??_?_?_??_??_?_???_?_??_??_??_?_?_??_?_??_?_??_?_?_??_?_??_?_?_?_??_?_?_?_??_??_??_?_??_?_???_??_??_?_??_?_??_??_??_??_??_?_?_?_??_???_??_??_?_?_??_??_?_?_?_?_?_??_?_??_?_?_?_?_?_??_??_?_??_?_??_?_?_??_?_???_?_?_??_?_?_?_??_?_?_??_?_???_?_?_??_?_??_?_?_?_??_?_?_?_?_??_600_??_?_??_—_—_?_??_?_??_?_??_?_?_?_?_?_??_?_?_??_???_?,1.64,1.52,0.6,3.24,1.85,1.57,2.47,8.1,0.81
