Id,STseg,SegId,Study,Session,Order,SL,TL,Task,Task2,Text,Part,Nedit,Dur,FDur,PreGap,TG300,TD300,TB300,TG500,TD500,TB500,TG1000,TD1000,TB1000,TG2000,TD2000,TB2000,TG5000,TD5000,TB5000,Scatter,FixS,TrtS,FixT,TrtT,ParalFixS,ParalS,ParalFixT,ParalT,Ins,Del,MIns,MDel,AIns,ADel,SIns,SDel,TokS,LenS,TokT,LenT,LenMT,Yawat,String,TAGnbr,SAGnbr,HSgrp,Cross,HCross,HTra,HSTC,HTot,HTotN
10,10,25,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,2,553937,553937,175323,362060,16554,79,353105,25509,57,336390,42224,34,312778,65836,19,292864,85750,12,13,0,0,0,0,0,0,0,0,226,220,226,220,0,0,0,0,29,170,37,62,0,---,?_??_8_??_?_?_??_??_20_??_?_??_???_?_??_??_??_??_?_?_?_??_??_?_??_?_?_?_??_?_?_???_??_?_???_?_?,1.66,1.55,0.78,4,2.28,2.27,2.93,7.16,0.85
11,11,26,CREATIVE_A1,P09_P3,NA,en,zh,P,1,3,P09,3,1066494,826673,104209,940390,21895,126,923256,39029,85,900553,61732,54,884980,77305,42,826883,135402,20,37,0,0,0,0,0,0,0,0,296,299,296,299,0,0,0,0,33,161,26,50,0,---,??_?_??_??_?_??_??_?_??_?_??_?_???_????_?_????_?_??_?_????_??_??_??_?_??_?,1.15,1.79,0.46,2.7,1.95,1.83,2.76,7.4,0.86
1,1,1,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,1,371131,47432,323699,47425,7,4,47425,7,4,47425,7,4,46203,1229,3,41607,5825,1,3,0,0,0,0,0,0,0,0,8,4,8,4,0,0,0,0,1,13,2,4,0,---,??_??,2,1,0,2,1.12,3.7,3.7,3.39,0.92
2,2,2,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,1,173224,173224,18020,155184,20,23,154809,395,22,153908,1296,21,147847,7357,16,123940,31264,9,11,0,0,0,0,0,0,0,0,37,7,37,7,0,0,0,0,15,99,18,31,0,---,“_??_??_?_????_??_??_?_??_?_?_??_??_?_??_??_?_”,1.53,1.4,0.44,5,2.19,1.76,2.57,6.09,0.8
3,3,3,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,1,161273,161273,147340,13928,5,13,12767,1166,10,9194,4739,4,6074,7859,2,0,13933,0,0,0,0,0,0,0,0,0,0,17,2,17,2,0,0,0,0,4,22,8,16,0,---,—_—_???_·_???_?_1975_?,2,1,0,3,1.18,1.26,1.47,4.15,0.73
4,4,4,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,1,385747,385747,101436,283341,970,44,281893,2418,40,279208,5103,36,263799,20512,26,214669,69642,11,10,0,0,0,0,0,0,0,0,59,63,59,63,0,0,0,0,25,133,24,51,0,---,??_??_?_??_??_?_?_???_??_?_·_?_??_?_Malika_Rydman_?_???_??_?_??_??_???_?,1.72,2.28,1.1,5.8,2.07,1.86,3.06,6.85,0.82
5,5,5,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,1,115707,115707,40385,75308,14,9,74509,813,7,73511,1811,6,73511,1811,6,68737,6585,4,3,0,0,0,0,0,0,0,0,20,4,20,4,0,0,0,0,12,67,9,17,0,---,?_??_???_?_????_?_??_?_?,1,1.67,0.63,1.83,1.56,1.68,2.39,5.75,0.79
6,6,6,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,2,943750,943750,180044,762626,1080,62,760672,3034,57,758264,5442,54,743628,20078,44,677593,86113,23,37,0,0,0,0,0,0,0,0,144,61,144,61,0,0,0,0,49,269,51,84,0,---,??_?_??_??_?_??_??_??_?_??_??_?_?_??_????_?_??_??_—_—_?_??_??_?_?_???_?_???_?_?_??_??_??_?_??_??_?_?_?_?_??_??_?_?_??_??_??_?_??_??_?,2.24,2.47,1.6,6.31,2.79,2.91,3.45,7.98,0.86
7,7,7,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,3,1007303,1007303,230507,775814,982,61,773847,2949,56,767274,9522,48,744660,32136,33,713346,63450,24,31,0,0,0,0,0,0,0,0,125,61,125,61,0,0,0,0,41,226,36,65,0,---,?_??_??_?_??_???_??_??_??_?_??_??_?_???_????_?_??_?_??_?_?_?_??_??_??_?_??_??_????_?_?_??_??_?_??_?,1.34,2.17,1.37,2.95,2.04,2.45,3.07,7.77,0.86
8,8,8,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,3,817897,590944,222911,593936,1050,50,592337,2649,46,581312,13674,32,566885,28101,23,523632,71354,10,17,0,0,0,0,0,0,0,0,69,24,69,24,0,0,0,0,23,123,25,46,0,---,??_????_?_??_??_?_??_??_?_??_?_??_?_??_??_?_??_??_?_??_???_???_??_?_?,1.7,1.7,0.98,3.43,2.4,2.85,3.32,6.97,0.85
9,9,9,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,4,432876,432876,302247,128556,2073,24,128072,2557,23,125061,5568,19,116255,14374,13,92866,37763,6,12,0,0,0,0,0,0,0,0,49,11,49,11,0,0,0,0,23,124,21,39,0,---,"??_??_?_SanFran_??_?_?_??_??_,_??_??_?_??_??_?_?_?_?_??_?",1.22,1.61,1.08,3.09,2.07,2.26,2.88,6.85,0.83
10,10,10,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,2,258187,258187,155555,102484,148,18,102484,148,18,100942,1690,16,91029,11603,9,82670,19962,6,7,0,0,0,0,0,0,0,0,31,8,31,8,0,0,0,0,8,50,12,24,0,---,"??_??_??_??_??_??_,_??_?_????_??_?",1.75,1.25,0.47,3,1.96,2.78,2.99,5.88,0.88
11,11,11,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,2,78873,78873,76398,2472,3,3,2472,3,3,1363,1112,1,0,2475,0,0,2475,0,2,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,5,20,6,9,0,---,?_??_?_?_??_?,1.4,1.4,0.22,2.6,1.54,2.37,3.1,4.16,0.69
12,12,12,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,1,28088,28088,22593,5491,4,2,5491,4,2,5491,4,2,3579,1916,1,0,5495,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,4,25,4,8,0,---,??_??_??_?,1,1,0.06,1,0.71,0.42,0.81,3.9,0.68
13,13,13,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,2,249357,249357,126823,121656,878,23,120966,1568,21,116583,5951,15,115017,7517,14,87872,34662,6,6,0,0,0,0,0,0,0,0,17,28,17,28,0,0,0,0,29,138,20,37,0,---,??_?_ANA008_??_??_?_??_??_?_?_??_??_??_?_??_?_?_??_??_?,1.45,2.59,1.51,2.31,2.05,2.66,3.32,6.88,0.8
14,14,14,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,3,243733,243733,194000,49721,12,11,49416,317,10,48343,1390,8,43000,6733,4,36595,13138,2,6,0,0,0,0,0,0,0,0,20,6,20,6,0,0,0,0,8,44,8,15,0,---,??_?_??_??_??_?_???_?,1.25,1.5,0.33,1.75,1.51,1.36,2.08,5.37,0.8
15,15,15,CREATIVE_A1,P09_T1,NA,en,zh,T,-1,1,P09,3,318101,91500,306173,11919,9,8,11919,9,8,9274,2654,5,2844,9084,1,0,11928,0,3,0,0,0,0,0,0,0,0,18,2,18,2,0,0,0,0,9,40,10,17,0,---,??_??_?_??_?_??_??_??_?_?,2.78,2.56,1.39,4.22,2.46,3.29,3.48,5.52,0.8
1,1,1,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,2,140126,140126,7698,129406,3022,11,128130,4298,8,125098,7330,4,123132,9296,3,115882,16546,1,3,0,0,0,0,0,0,0,0,33,35,33,35,0,0,0,0,1,13,2,4,0,---,??_??,2,1,0,2,1.12,3.7,3.7,3.39,0.92
2,2,2,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,5,146052,146052,114697,28339,3016,17,25535,5820,10,22792,8563,5,16915,14440,1,16915,14440,1,6,0,0,0,0,0,0,0,0,61,62,61,62,0,0,0,0,15,99,14,27,0,---,“_??_??_?_??_??_????_??_?_???_??_??_?_”,1.4,1.8,1.16,3.33,1.91,2.31,2.88,6.09,0.8
3,3,3,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,1,27,27,1,0,26,0,0,26,0,0,26,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,4,22,6,26,0,---,—_James_Buchanan_?_1975_?,1.5,1,0,2,0.73,1.19,1.22,4.15,0.73
4,4,4,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,2,106939,106939,16338,83866,6735,39,79549,11052,29,68113,22488,13,59390,31211,6,50240,40361,3,8,0,0,0,0,0,0,0,0,117,78,117,78,0,0,0,0,25,133,17,41,0,---,?_??_??_??_??_?_?_?_Malika_Rydman_???_??_?_?_????_??_?,1.08,2.4,1.75,4.64,2.06,2.4,3.07,6.85,0.82
5,5,5,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,3,143092,143092,102726,35613,4753,19,32704,7662,12,29737,10629,7,23498,16868,2,23498,16868,2,3,0,0,0,0,0,0,0,0,50,69,50,69,0,0,0,0,12,67,12,23,0,---,?_??_???_?_??_??_?_??_??_?_??_?,1.17,1.33,0.52,2.67,1.8,1.44,2.3,5.75,0.79
6,6,6,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,1,304768,304768,32405,259060,13303,76,250720,21643,55,231345,41018,26,212066,60297,14,187982,84381,7,9,0,0,0,0,0,0,0,0,145,151,145,151,0,0,0,0,49,269,41,72,0,---,?_??_??_?_??_???_??_???_?_??_??_?_?_??_??_?_?_??_”_?_?_???_?_???_“_?_????_?_???_?_?_??_??_??_?_?_??_??_?_??_?,2.06,3,1.57,4.69,2.67,2.88,3.36,7.98,0.86
7,7,7,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,2,268712,268712,89655,166559,12498,61,157455,21602,38,146239,32818,22,140007,39050,17,106353,72704,8,14,0,0,0,0,0,0,0,0,128,132,128,132,0,0,0,0,41,226,44,70,0,---,??_??_?_??_?_?_??_??_?_??_??_?_?_??_?_??_?_??_?_??_?_?_??_??_?_??_??_?_??_??_?_?_??_??_??_?_??_?_??_?_??_?_??_?,1.44,1.9,1.45,3.71,2.54,2.92,3.37,7.77,0.86
8,8,8,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,1,278973,278973,28922,240522,9529,56,232047,18004,34,220794,29257,18,208538,41513,9,198087,51964,5,10,0,0,0,0,0,0,0,0,110,107,110,107,0,0,0,0,23,123,22,39,0,---,??_??_????_?_??_??_?_??_??_?_??_?_??_?_??_?_??_??_??_?_??_?,1.22,1.7,0.87,2.96,1.99,2.06,3.05,6.97,0.85
9,9,9,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,2,177289,177289,37604,132959,6726,36,127527,12158,23,120755,18930,13,114914,24771,9,112867,26818,8,9,0,0,0,0,0,0,0,0,70,64,70,64,0,0,0,0,23,124,22,40,0,---,??_?_SanFran_?_?_??_?_??_?_?_??_?_??_???_?_??_?_?_?_?_??_?,1.35,1.61,0.94,3.35,1.86,1.81,2.61,6.85,0.83
10,10,10,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,1,66235,66235,14687,48618,2930,19,47790,3758,17,41826,9722,9,36092,15456,4,33967,17581,3,2,0,0,0,0,0,0,0,0,33,33,33,33,0,0,0,0,8,50,10,23,0,---,??_?_??_??_?_?_Malika_???_??_?,1.25,1,0.2,1.75,1.89,2.21,2.96,5.88,0.88
11,11,11,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,3,80993,80993,74445,3550,2998,8,1742,4806,3,0,6548,0,0,6548,0,0,6548,0,3,0,0,0,0,0,0,0,0,31,31,31,31,0,0,0,0,5,20,4,7,0,---,??_?_??_?,1,1.4,0.22,1.8,0.7,1.25,1.55,4.16,0.69
12,12,12,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,1,19765,19765,12515,4368,2882,5,3463,3787,3,2031,5219,1,2031,5219,1,0,7250,0,1,0,0,0,0,0,0,0,0,25,25,25,25,0,0,0,0,4,25,4,8,0,---,??_??_??_?,1,1,0.06,1,0.71,1.12,1.46,3.9,0.68
13,13,13,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,2,361402,361402,21583,314263,25556,104,303686,36133,78,280161,59658,45,255043,84776,27,208217,131602,12,13,0,0,0,0,0,0,0,0,230,236,230,236,0,0,0,0,29,138,15,38,0,---,?_ANA008_??_?_??_?_??_?_??_??_??_?_Malika_????_?,1.34,4.31,1.57,3.31,2.37,2.31,3.05,6.88,0.8
14,14,14,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,2,49546,49546,19623,27630,2293,15,25927,3996,11,22170,7753,6,16374,13549,2,16374,13549,2,2,0,0,0,0,0,0,0,0,23,25,23,25,0,0,0,0,8,44,8,14,0,---,??_??_??_??_?_?_??_?,1.12,1.25,0.45,1.38,1.12,2.29,2.55,5.37,0.8
15,15,15,CREATIVE_A1,P10_P1,NA,en,zh,P,1,1,P10,2,54393,54393,16406,34645,3342,16,32920,5067,12,29247,8740,6,24938,13049,3,22252,15735,2,4,0,0,0,0,0,0,0,0,35,32,35,32,0,0,0,0,9,40,9,15,0,---,?_?_??_??_?_??_??_??_?,1.11,1.22,1.87,1.22,1.93,2.23,2.92,5.52,0.8
1,1,16,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,1,90881,90881,54397,34061,2423,5,34061,2423,5,32483,4001,3,31405,5079,2,28577,7907,1,21,0,0,0,0,0,0,0,0,1165,1234,1165,1234,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,41132,41132,30995,9598,539,9,8321,1816,6,8321,1816,6,2004,8133,1,0,10137,0,3,0,0,0,0,0,0,0,0,33,12,33,12,0,0,0,0,15,77,12,22,0,---,?_??_??_?_??_?_????_??_?_??_??_?,1.2,1.8,0.56,3.6,1.97,1.27,2.55,5.55,0.74
3,3,18,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,3,226089,226089,87021,134534,4534,30,130219,8849,19,125374,13694,11,122417,16651,9,112365,26703,6,10,0,0,0,0,0,0,0,0,115,56,115,56,0,0,0,0,39,208,39,60,0,---,??_??_??_?_?_-_??_?_??_?_??_?_??_??_?_?_??_?_??_??_?_??_?_??_?_?_?_?_??_??_?_?_-_??_??_??_?_???_?,1.87,2.03,1.06,3.69,1.65,2.12,2.77,7.24,0.82
4,4,19,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,37773,37773,35773,1164,836,2,775,1225,1,0,2000,0,0,2000,0,0,2000,0,2,0,0,0,0,0,0,0,0,40,8,40,8,0,0,0,0,18,103,20,33,0,---,??_?_??_???_??_??_?_?_??_??_?_??_?_?_?_?_?_??_???_?,1.56,1.67,0.55,2.94,1.88,1.53,2.51,6.73,0.87
5,5,20,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,39115,39115,34733,3803,579,6,2280,2102,2,1718,2664,1,0,4382,0,0,4382,0,1,0,0,0,0,0,0,0,0,49,11,49,11,0,0,0,0,18,101,24,39,0,---,?_??_??_??_?_?_??_?_??_??_?_??_?_??_??_?_??_?_??_?_??_??_??_?,2.06,1.67,0.81,3.89,2.74,2.22,3.17,6.69,0.86
6,6,21,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,3,271784,271784,151929,113922,5933,32,110275,9580,23,104533,15322,13,100957,18898,11,96006,23849,9,16,0,0,0,0,0,0,0,0,112,73,112,73,0,0,0,0,29,139,19,40,0,---,????_??_??_??_?_??_??_??_?_??_?_??_?_????_?_???_???_???_?,1.28,2.59,1.39,3.31,2.09,2.15,3.09,6.82,0.81
7,7,22,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,87471,87471,49450,35789,2232,10,34151,3870,6,31067,6954,2,29975,8046,1,29975,8046,1,3,0,0,0,0,0,0,0,0,47,21,47,21,0,0,0,0,17,86,18,27,0,---,“_??_?_?_??_?_”_??_?_?_??_?_???_?_?_??_??_?,1.53,1.71,0.83,2.47,1.81,1.66,2.55,5.99,0.78
8,8,23,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,246870,246870,90820,145288,10762,27,141657,14393,18,135935,20115,9,130882,25168,5,126633,29417,3,4,0,0,0,0,0,0,0,0,145,130,145,130,0,0,0,0,15,59,10,16,0,---,??_??_?_?_??_?_??_?_??_?,1.73,3,0.58,4.67,2.59,3.11,3.35,6.07,0.81
9,9,24,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,75012,75012,22396,51784,832,10,50475,2141,7,47546,5070,2,46436,6180,1,46436,6180,1,3,0,0,0,0,0,0,0,0,58,18,58,18,0,0,0,0,26,137,26,41,0,---,??_??_?_??_?_??_??_??_??_?_?_?_?_??_??_?_?_?_??_?_?_??_??_??_??_?,1.58,1.77,0.64,4.08,2.09,1.83,2.78,6.97,0.84
10,10,25,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,355435,355435,70368,273027,12040,55,267416,17651,41,257254,27813,27,245696,39371,19,228469,56598,13,8,0,0,0,0,0,0,0,0,165,116,165,116,0,0,0,0,29,170,29,50,0,---,?_??_???_?_?_??_??_????_?_???_?_??_??_?_?_??_??_?_??_?_??_?_?_???_?_?_???_?_?,1.62,2.45,1.59,3.21,2.46,2.5,3.2,7.16,0.85
11,11,26,CREATIVE_A1,P10_T3,NA,en,zh,T,-1,3,P10,2,246054,246054,30766,209376,5912,23,207687,7601,19,201705,13583,10,198914,16374,8,195499,19789,7,11,0,0,0,0,0,0,0,0,108,61,108,61,0,0,0,0,33,161,26,48,0,---,??_?_?_???_??_?_??_?_??_??_?_??_??_??_?_?_?_????_???_?_????_?_???_?_??_?,1.64,2.33,1.43,3.09,2.18,2.82,3.3,7.4,0.86
1,1,1,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,1,20541,20541,18130,365,2046,1,0,2411,0,0,2411,0,0,2411,0,0,2411,0,1,0,0,0,0,0,0,0,0,15,17,15,17,0,0,0,0,1,13,1,2,0,---,??,1,1,0,1,0.89,3.7,3.7,3.39,0.92
2,2,2,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,4,1882385,56664,1873377,5856,3152,5,4717,4291,2,4182,4826,1,4182,4826,1,0,9008,0,4,0,0,0,0,0,0,0,0,50,49,50,49,0,0,0,0,15,99,17,27,0,---,“_??_??_?_??_?_??_?_?_??_??_?_??_??_??_?_”,1.4,1.4,0.44,3.87,1.61,1.52,2.47,6.09,0.8
3,3,3,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,1,124571,124571,121070,3471,30,2,2978,523,1,2978,523,1,2978,523,1,0,3501,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,4,22,6,24,0,---,—_James_Buchanan_?_1975_?,1.5,1,0,2,0.73,1.19,1.22,4.15,0.73
4,4,4,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,7,1443790,587121,1127077,301294,15419,47,296838,19875,36,289471,27242,26,279906,36807,20,255257,61456,11,23,0,0,0,0,0,0,0,0,215,221,215,221,0,0,0,0,25,133,20,44,0,---,Malika_Rydman_???_??_?_??_??_??_?_??_?_?_?_??_??_??_??_?_?_?,1.2,1.96,1.18,4.04,2.04,2.36,3.11,6.85,0.82
5,5,5,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,8,456789,456789,330602,112880,13307,45,108040,18147,33,97508,28679,18,88342,37845,12,71504,54683,6,21,0,0,0,0,0,0,0,0,154,150,154,150,0,0,0,0,12,67,13,24,0,---,?_??_?_???_??_?_??_????_?_?_???_?_?,2,2.17,1.47,6.08,2.59,2.42,2.99,5.75,0.79
6,6,6,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,5,1478218,1079335,133173,1319772,25273,104,1311263,33782,82,1292807,52238,56,1267064,77981,39,1225116,119929,24,53,0,0,0,0,0,0,0,0,590,545,590,545,0,0,0,0,49,269,66,123,0,---,??_??_??_?_??_??_??_?_??_??_??_?_?_??_??_?_????_?_??_—_?_??_??_??_?_?_?_???_?_???_?_(_My_Dinner_With_Andre_)_?_?_?_??_??_?_??_??_?_?_??_??_??_?_?_??_??_?_?_??_?_?_??_??_?_??_??_??_?,3.04,2.35,1.46,5.57,2.95,2.8,3.42,7.98,0.86
7,7,7,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,5,509268,509268,195274,297230,16764,51,290149,23845,33,283336,30658,23,273826,40168,17,261005,52989,13,29,0,0,0,0,0,0,0,0,305,312,305,312,0,0,0,0,41,226,40,67,0,---,??_??_??_??_??_?_?_??_??_??_?_?_??_??_?_??_??_?_???_?_??_?_??_?_??_??_??_?_?_??_??_?_??_?_?_???_?_??_??_?,2.22,3.1,1.62,5.44,2.59,2.45,3.21,7.77,0.86
8,8,8,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,3,115070,115070,105802,6179,3089,8,4673,4595,4,2894,6374,2,0,9268,0,0,9268,0,6,0,0,0,0,0,0,0,0,61,65,61,65,0,0,0,0,23,123,18,32,0,---,??_??_????_?_??_?_??_??_?_??_?_??_?_?_??_??_??_?,1.26,2.3,1.29,2.43,2.23,2,2.97,6.97,0.85
9,9,9,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,5,297323,297323,219088,74041,4194,14,72037,6198,9,69194,9041,5,69194,9041,5,64432,13803,4,11,0,0,0,0,0,0,0,0,74,67,74,67,0,0,0,0,23,124,20,41,0,---,??_-_SanFran_??_?_??_??_?_??_-_??_??_?_??_?_?_?_??_?_?,1.35,1.96,1.35,3.17,2.18,2.3,3.33,6.85,0.83
10,10,10,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,2,125447,125447,82672,36495,6280,18,34566,8209,13,30282,12493,6,24973,17802,2,22071,20704,1,3,0,0,0,0,0,0,0,0,94,88,94,88,0,0,0,0,8,50,12,29,0,---,??_???_??_?_??_??_?_Malika_????_?_??_?,1.5,1,0.2,3.62,1.95,2.28,2.96,5.88,0.88
11,11,11,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,1,28315,28315,22687,3674,1954,5,3351,2277,4,1362,4266,1,0,5628,0,0,5628,0,3,0,0,0,0,0,0,0,0,27,25,27,25,0,0,0,0,5,20,5,9,0,---,??_??_?_??_?,1.2,1.4,0.22,2.2,1.02,1.25,1.87,4.16,0.69
12,12,12,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,1,13261,13261,9091,3357,813,3,2469,1701,1,2469,1701,1,2469,1701,1,0,4170,0,2,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,4,25,4,8,0,---,??_??_??_?,1.25,1.5,1.85,1.75,1.68,1.91,2.91,3.9,0.68
13,13,13,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,2,95426,95426,73933,21120,373,7,20795,698,6,18072,3421,3,16767,4726,2,13096,8397,1,6,0,0,0,0,0,0,0,0,52,52,52,52,0,0,0,0,29,138,21,44,0,---,??_?_ANA008_?_?_??_?_??_?_?_?_??_?_??_?_?_Malika_?_??_????_?,1.52,2.86,1.49,2.93,1.9,2.17,2.98,6.88,0.8
14,14,14,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,3,230685,230685,201047,25545,4093,12,24489,5149,9,21869,7769,5,18905,10733,3,16287,13351,2,8,0,0,0,0,0,0,0,0,54,54,54,54,0,0,0,0,8,44,10,16,0,---,??_??_?_?_??_??_?_?_??_?,1.75,1.5,0.33,2.5,2.16,2.66,3.33,5.37,0.8
15,15,15,CREATIVE_A1,P11_P1,NA,en,zh,P,1,1,P11,3,70029,70029,60913,6791,2325,7,5862,3254,5,3761,5355,2,0,9116,0,0,9116,0,3,0,0,0,0,0,0,0,0,26,29,26,29,0,0,0,0,9,40,6,9,0,---,??_?_?_?_??_?,3.33,5.67,3.07,3.67,2.62,3.11,3.52,5.52,0.8
1,1,16,CREATIVE_A1,P11_T3,NA,en,zh,T,-1,3,P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
1,1,16,CREATIVE_A1,P12_P3,NA,en,zh,P,1,3,P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1,2,0,---,??,1,2,0,1,0,0,0,0,0
2,2,17,CREATIVE_A1,P12_P3,NA,en,zh,P,1,3,P12,3,757023,62089,742206,13451,1366,7,12649,2168,5,9425,5392,1,9425,5392,1,9425,5392,1,2,0,0,0,0,0,0,0,0,20,24,20,24,0,0,0,0,15,77,12,21,0,---,?_?_??_??_?_?_????_??_?_??_??_?,1.33,1.93,0.14,3.67,1.69,1.72,2.68,5.55,0.74
3,3,18,CREATIVE_A1,P12_P3,NA,en,zh,P,1,3,P12,5,58765063,980089,58101813,649493,13757,63,646015,17235,55,626613,36637,29,616877,46373,22,594387,68863,15,21,0,0,0,0,0,0,0,0,169,175,169,175,0,0,0,0,39,208,39,60,0,---,?_??_??_—_—_??_?_????_?_??_?_??_??_??_?_?_??_?_??_??_?_??_?_??_?_?_?_??_??_?_—_—_??_?_?_??_??_?_?,1.82,1.87,0.68,3.44,1.68,1.98,2.65,7.24,0.82
4,4,19,CREATIVE_A1,P12_P3,NA,en,zh,P,1,3,P12,1,144964,144964,39353,102723,2888,23,100841,4770,18,95898,9713,11,89876,15735,7,77821,27790,3,4,0,0,0,0,0,0,0,0,55,55,55,55,0,0,0,0,18,103,17,30,0,---,??_?_??_???_??_??_?_?_??_??_?_??_?_?_??_???_?,1.56,1.89,1.07,2.22,1.95,1.62,2.51,6.73,0.87
5,5,20,CREATIVE_A1,P12_P3,NA,en,zh,P,1,3,P12,3,494660,213655,466566,23732,4362,14,22585,5509,11,20339,7755,7,17612,10482,5,5639,22455,1,5,0,0,0,0,0,0,0,0,54,53,54,53,0,0,0,0,18,101,19,31,0,---,?_??_?_??_??_?_??_??_?_??_?_??_??_?_??_??_?_??_?,1.56,1.67,0.81,4.11,2.3,2.18,2.96,6.69,0.86
6,6,21,CREATIVE_A1,P12_P3,NA,en,zh,P,1,3,P12,2,324410,324410,87479,229699,7232,45,224582,12349,32,216504,20427,20,203910,33021,11,193970,42961,8,13,0,0,0,0,0,0,0,0,132,129,132,129,0,0,0,0,29,139,22,45,0,---,????_????_??_??_?_??_??_??_?_?_??_?_?_????_???_???_?_???_??_?_?_?,1.62,2.17,0.9,5.69,2.25,1.57,2.72,6.82,0.81
7,7,22,CREATIVE_A1,P12_P3,NA,en,zh,P,1,3,P12,3,172886,172886,81723,88793,2370,7,88793,2370,7,87045,4118,4,85527,5636,3,85527,5636,3,6,0,0,0,0,0,0,0,0,39,38,39,38,0,0,0,0,17,86,19,29,0,---,“_?_?_???_?_”_??_?_?_?_??_?_??_???_?_?_??_??_?,1.29,1.35,0.41,2.24,1.1,1.16,1.82,5.99,0.78
